date,dispersion,mean_ratio,range,regime,level_regime
2025-07-14,0.07090854769798982,0.2101250840049275,0.21252267315762913,normal,mid
2025-07-15,0.07177725565504689,0.21222165973687757,0.22257944798109103,normal,mid
2025-07-16,0.08410585698374273,0.19411612001841447,0.3040656669330419,normal,low
2025-07-17,0.07052976270414742,0.21725708738653032,0.2316015066840915,normal,mid
2025-07-18,0.0800428342698843,0.19862063224654936,0.3123717270945355,normal,low
2025-07-21,0.06953381932333634,0.2210499465861283,0.23529369290734148,normal,mid
2025-07-22,0.06913239093776805,0.2250616537997447,0.2324106733458517,normal,mid
2025-07-23,0.08858382494007845,0.21048777605947336,0.30900275219947126,normal,mid
2025-07-24,0.07039495316718068,0.23361682558985863,0.2297018256059004,normal,mid
2025-07-25,0.07100735292342386,0.23723165178663475,0.2324275593791693,normal,mid
2025-07-28,0.05474913823779457,0.21792694059638315,0.16406930303173575,normal,mid
2025-07-29,0.0781485530781416,0.21273289780325355,0.3057620048953515,normal,mid
2025-07-30,0.07560659188676447,0.21175342632774233,0.29985858437221263,normal,mid
2025-07-31,0.06436460057655417,0.22708321245618998,0.20545187466780787,normal,mid
2025-08-01,0.06929059696417575,0.20151631621606433,0.28008612627778695,normal,mid
2025-08-04,0.0654559995510314,0.19916020148050517,0.2636201726302807,normal,low
2025-08-05,0.062303239263468854,0.19646211679212347,0.2536929044066708,normal,low
2025-08-06,0.0598356485648091,0.193494677580584,0.2396394075516739,normal,low
2025-08-07,0.05658620765162527,0.19056298972791835,0.22173540814065765,converged,low
2025-08-08,0.05491932589028458,0.18706942979328559,0.2094848993839687,converged,low
2025-08-11,0.05376898291057496,0.18454554589372926,0.19659545343919357,converged,low
2025-08-12,0.054847854626152534,0.18654201935534012,0.19798670449695194,converged,low
2025-08-13,0.05772058627663895,0.19493005402323169,0.20382010947849175,normal,low
2025-08-14,0.059868168937213286,0.20228586835580947,0.20140610791958985,normal,mid
2025-08-15,0.06447701308958469,0.21035763536798074,0.22175075869598465,normal,mid
2025-08-18,0.06923411942275122,0.21573648129749626,0.23703256822864785,normal,mid
2025-08-19,0.07301188516730793,0.21840902563683331,0.2428870756340651,normal,mid
2025-08-20,0.07417462274768313,0.22056905321189504,0.24143434961612173,normal,mid
2025-08-21,0.07542480969049489,0.22178276159022864,0.24208121275082867,normal,mid
2025-08-22,0.07770643876388983,0.22947795763980505,0.24623761976807199,diverged,mid
2025-08-25,0.08089180811625421,0.23691060574674253,0.2533972437491557,diverged,mid
2025-08-26,0.08528410994110905,0.24196191816783108,0.26143979584293464,diverged,mid
